log_id,xi_start,yi_start,xj_start,yj_start,typei,xi_end,yi_end,xj_end,yj_end,typej,direction,PET,ifirst,angle_start,angle_end,start,end
10,0.06475765204172544,0.9979010203933268,-0.9998273901050437,0.018579289430344557,AV,0.018807515046712433,0.9998231230461555,-0.008692513428536101,-0.9999622193914601,HV,R-L,2.9000000000000004,True,92.64836218725564,179.4203958315643,cross,opposite
11,0.9300756573406442,0.36736803293477877,-0.9621163318149364,-0.2726392562617704,AV,-0.20609585721465176,0.9785318071677375,-0.9408370433655816,-0.33885934815364105,HV,L-R,4.0,False,174.2679901707869,97.9137376259508,opposite,cross
12,0.9185169699391734,0.39538155740216285,-0.9475557511671364,-0.3195905168024918,AV,-0.23565170398888835,0.9718375761448687,-0.9260737012055286,-0.3773426823664313,HV,L-R,2.5,False,175.34838994940242,98.53913751702518,opposite,cross
13,0.5359256823944517,0.8442651615162391,-0.5672498615064495,-0.8235457453116456,AV,-0.7820231296143839,0.6232494081410143,-0.4994332695731573,-0.8663523585951999,HV,L-R,4.6000000000000005,False,177.848038688504,98.59130121010452,opposite,cross
14,-0.006325416205373087,0.9999799943548014,-0.9436883503734003,0.3308357558812688,AV,0.0033161604061715984,0.9999945015249637,-0.8099840305081814,-0.5864519335134992,Pedestrian,L-R,4.7,False,70.31806761845598,126.09563116007088,cross,cross
15,0.800976929391084,0.598695213429363,-0.8421866849436175,-0.5391860418294226,AV,-0.5500852892256012,0.835108480724263,-0.8534791966331247,-0.5211269144023133,HV,L-R,4.800000000000001,False,175.85174012726216,88.03500872190578,opposite,cross
16,0.9140677145069932,0.4055616023441593,-0.939994978044838,-0.341188278301709,AV,-0.3454993075377048,0.9384190047579848,-0.9267183056362682,-0.3757568123116921,HV,L-R,3.7,False,176.02296212405625,91.8588178511574,opposite,cross
17,0.9356861653024631,0.35283338853001417,-0.9445593700929799,-0.32834067120835514,AV,-0.28939296507187984,0.957210380097764,-0.955519026592163,-0.29492946583948726,HV,R-L,2.999999999999999,True,178.50737583139173,90.33169066175046,opposite,cross
18,-0.0177176685481467,0.9998430297907857,0.9999087493764921,0.013508994053569711,AV,-0.00011599556750129745,0.999999993272514,0.9990454274931365,0.04368333555323129,HV,R-L,3.8000000000000007,False,90.2411688614235,87.50297859947229,cross,cross
19,-0.019158866030062477,0.9998164520813018,-0.9997260800671613,-0.023404376375961145,AV,-0.0015574375891909678,0.9999987871933426,-0.9998880971704066,-0.014959717141153246,HV,L-R,4.4,False,90.24330511129769,90.76792599124558,cross,cross
20,0.014985934754552899,0.9998877045746349,-0.007785313575229648,-0.9999696939870405,AV,0.0033287658560695156,0.99999445964359,0.9599256131682689,0.28025491464651076,HV,L-R,4.5,True,179.58740716121653,73.53385601827311,opposite,cross
21,0.012934107392043127,0.9999163509344026,0.09269883650530433,-0.9956941928677514,AV,-0.0005032746617557132,0.9999998733572995,0.9242599165261235,-0.38176381010138083,HV,L-R,5.0,True,173.9400212437908,112.47181549967118,opposite,cross
22,0.9732399589867673,0.22979117091706422,-0.7880777543705043,0.6155757086389482,AV,-0.17922730595023584,0.9838076909649672,-0.18356669779655732,0.9830072570739584,HV,L-R,2.7,False,128.72145835589998,0.2528234140934787,cross,parallel
23,-0.028336687941097585,0.999598435431213,-0.9954588035229235,0.09519333216517789,AV,-0.0018834025696955244,0.9999982263958074,-0.9999482838364434,0.010170036998526978,Pedestrian,R-L,1.3999999999999995,True,82.91376265849128,89.30937867511363,cross,cross
24,0.7640276471237656,0.6451835044625079,-0.9972079047882014,-0.0746752611507028,AV,-0.1208416585328757,0.9926717954908479,-0.993308803594875,-0.11548861719199059,Pedestrian,R-L,1.1000000000000005,True,144.10312841849156,89.69112897299377,cross,cross
25,-0.014626513527477241,0.9998930268293856,0.9987060376764714,-0.05085518959322125,AV,0.018232027881413135,0.9998337827655811,0.997454031895788,0.07131237098033098,Cyclist,L-R,3.2,True,93.75311253596298,84.86595492745117,cross,cross
26,0.033798702539023597,0.9994286606390066,-0.9985724144965279,0.053414726495362295,AV,0.026428194746752016,0.9996507142609502,-0.12476938840409546,-0.9921857687536483,HV,R-L,3.8000000000000007,True,88.87499632675923,174.34696189033076,cross,opposite
27,-0.9219866032063929,0.3872217756117771,0.9852888970722429,-0.17089701374267283,AV,0.3856983537331929,0.9226249400094845,0.8822169707094486,-0.4708430912652791,Pedestrian,L-R,4.6,True,167.05823716865686,95.40193558071597,opposite,cross
28,0.0030849871512464325,0.9999952414158163,0.003074732119864048,-0.9999952730000233,AV,0.0028871430619990214,0.9999958321937844,0.9215092389768312,-0.3883564374132884,HV,L-R,2.9000000000000004,True,179.64707352482495,112.68684938536039,opposite,cross
29,0.0019764413493823245,0.9999980468378888,0.04505908933447542,-0.9989843234347313,AV,0.009107342218582646,0.9999585272988644,0.9999489962294599,-0.010099749486769553,HV,R-L,4.6,False,177.30418811974997,90.0568633726201,opposite,cross
30,0.006170758093397802,0.9999809606910287,-0.16638637496139438,0.9860606341535018,AV,-0.023992986567645154,0.9997121268623108,-0.6126231068686071,0.7903751823853373,Cyclist,R-L,3.3,True,9.931341919027025,36.40458450165601,parallel,cross
31,0.797059960013938,0.6039001739878699,0.8032957839762846,0.5955802913511545,AV,-0.17241656213368062,0.9850241261522494,-0.2546261160004864,0.9670395757416068,HV,L-R,1.5999999999999996,True,0.5957298787045884,4.823078996173277,parallel,parallel
32,-0.004277228984006118,0.9999908526142719,-0.7152017014881473,0.6989181112179444,AV,0.002837344187079749,0.9999959747308806,-0.913841150502088,-0.406071855278127,Pedestrian,R-L,7.000000000000002,True,45.414663852388884,114.12088062659787,cross,cross
33,0.00760568989509084,0.9999710763223202,0.9999372637162383,0.011201278127175078,AV,-0.0008254748807129254,0.9999996592955527,0.9993143573108799,-0.03702452258089488,HV,R-L,3.7000000000000006,False,88.9224224840176,92.16913007662667,cross,cross
34,0.03023481050725334,0.9995428236116702,-0.9998003560533172,0.019981192048025898,AV,-0.004019107020424625,0.9999919233567631,-0.9998189065153271,0.019030348774928457,HV,L-R,3.799999999999999,False,90.5876769110014,88.67929701917518,cross,cross
35,0.006301236565752861,0.9999801470118006,-0.9794879147012919,0.20150291549780314,AV,0.0034274771411128366,0.9999941261829728,-0.9993465763219991,-0.03614443793308934,HV,R-L,2.2,True,78.7361774391394,92.26775528696717,cross,cross
36,-0.01633612637228237,0.9998665565840018,0.10938669974295427,-0.9939992705829038,AV,-0.05698838538932765,0.9983748413951131,0.997426094039944,-0.0717020705992582,HV,L-R,3.3000000000000003,True,174.65607001604178,97.37871832385092,opposite,cross
37,0.3753669249008638,0.926876297944051,0.9260965048250813,-0.3772867129263473,AV,-0.023223167588385316,0.9997303058761208,0.9268203158057376,-0.3755051294053821,HV,R-L,4.6,False,90.11872350408868,113.38624547397443,cross,cross
38,-0.004183026915797595,0.9999912511046392,-0.9990796383759398,-0.0428937779007792,AV,-0.010432455636624174,0.9999455804539514,0.07180694888497251,-0.9974185491015449,HV,R-L,3.3000000000000007,True,92.21871620214483,176.47996751858895,cross,opposite
39,-0.00823284223994751,0.9999661095800458,0.7363976868258121,-0.6765489242010464,AV,0.009709392643531243,0.999952862736286,-0.005620650371336538,0.9999842040199451,HV,L-R,3.0,True,133.0462613159447,0.8783572012583234,cross,parallel
40,0.030004434069755004,0.999549765612575,0.9992004098324436,0.03998175822393334,AV,-0.009644743590858148,0.9999534883788679,0.9976777855002585,0.0681104714364844,HV,R-L,3.8,False,85.98921774880846,86.64714553762676,cross,cross
41,-0.1021919512795031,0.9947646983551878,0.014798780568766908,-0.9998904920508433,AV,-0.3098762998305978,0.9507768817147887,0.9085674341115695,-0.4177382166763283,HV,L-R,2.5999999999999996,True,174.98253181066687,132.74364969446276,opposite,cross
42,0.4568297147051514,0.8895541646029261,-0.03492881071731542,-0.9993898029206992,AV,-0.10056158978640854,0.9949308351134918,0.8033295180261905,-0.5955347894689349,HV,L-R,2.5,True,154.81895736772273,132.32227564408387,cross,cross
43,-0.03767573954605486,0.9992900172871025,0.9110762291832226,0.41223792234252293,AV,0.1702953251684003,0.9853930699095609,0.9831949215933038,0.18255888407069418,Pedestrian,L-R,4.8,True,67.813676559557,69.6761664984142,cross,cross
44,0.6192370344395919,0.7852041105206083,-0.6894224011425739,-0.7243595466360666,AV,-0.7659718574191836,0.6428741040373348,-0.6683487375550958,-0.7438480792530889,HV,R-L,2.4000000000000004,True,174.67603577982558,88.06672244099876,opposite,cross
45,-0.9664006287428817,0.25704051191468436,-0.970695931132368,0.24031106774983363,AV,0.05728261342466183,0.9983580030225835,-0.9729417167014559,0.231050678211564,Pedestrian,L-R,3.5999999999999996,False,0.98962822412252,79.92491209392401,parallel,cross
46,0.0013711787318150225,0.9999990599340008,0.9979847685614095,-0.06345393383731168,AV,-0.00909661110117469,0.9999586249772908,0.9609281827151157,0.2767978100777271,Pedestrian,R-L,6.0,False,93.55952401425263,74.45202401350066,cross,cross
47,0.7350169711402985,0.6780487092648593,-0.7877707646800108,-0.6159685238025326,AV,-0.6452743397617351,0.763950931961639,-0.7588386164423719,-0.6512787070032513,HV,R-L,4.8,True,175.33097887019053,90.45183278159169,opposite,cross
48,-0.332342299686107,0.9431588391354607,-0.9542123328750263,-0.2991301118062172,AV,0.6599266004126454,0.7513300753116495,-0.7471488920907171,-0.6646567031540522,Pedestrian,L-R,6.299999999999999,False,87.9943577665746,172.9502691476096,cross,opposite
49,-0.00012545266210544763,0.9999999921308148,-0.7793310970318506,-0.6266123532129989,AV,-0.046184219317419326,0.9989329396341081,-0.9649228826756467,-0.2625334845099195,Pedestrian,R-L,5.7,True,128.79344007880653,102.57334095867833,cross,cross
50,-0.00487965773314684,0.999988094399332,0.11437705211819836,-0.9934374111884205,AV,0.00024046894314433892,0.9999999710873433,0.9572527618193318,-0.289252744134367,HV,L-R,4.9,True,173.71188921936127,106.79944634242409,opposite,cross
51,-0.09718201523575394,0.9952666255404717,0.9855615107710335,0.16931777368816944,AV,-0.09157296403947186,0.9957983692781514,0.9862520734066612,0.16524783720539746,HV,R-L,4.300000000000001,False,85.82876595954822,85.74247288960864,cross,cross
52,0.8364476677882268,0.5480468037053372,-0.8998437727084476,-0.4362123161005746,AV,-0.3457283662071323,0.9383346400936858,-0.877885516278063,-0.47887056738663625,HV,L-R,4.700000000000001,False,172.6293420875836,98.38539866132344,opposite,cross
53,0.5753877730759713,0.8178807435040113,-0.7007835990344241,-0.7133739183095771,AV,-0.562605983468245,0.8267251703956575,-0.6871067856896228,-0.7265564431338248,HV,R-L,3.9000000000000012,True,170.63688658693755,102.36226887449445,opposite,cross
54,0.5753877730759713,0.8178807435040113,-0.6985160064471635,-0.7155944303424296,AV,-0.5707862718264313,0.8210986736650372,-0.6314276831931653,-0.7754347689504976,HV,L-R,2.5,False,170.81872878935107,106.03939377207811,opposite,cross
55,-0.003048215052862741,0.9999953541817039,0.12456565680197895,-0.9922113671720818,AV,0.03154606563011666,0.9995022990184966,-0.8686245261290104,0.49547092004188514,HV,L-R,1.9,True,173.0189764184014,62.106948206840784,opposite,cross
56,0.012173350336208895,0.999925902025541,0.04690631151856127,-0.9988992931921234,AV,-0.007492020709356148,0.9999719344190069,0.9789844470691633,-0.2039349219645443,HV,L-R,3.0999999999999996,True,176.6139809962686,102.19642268418646,opposite,cross
57,0.0004630889543882199,0.9999998927743043,-0.997844821847345,0.06561792066532192,AV,-0.00426348933548402,0.9999909112880407,-0.3779015034061153,0.9258458045070992,HV,R-L,6.3,True,86.26419990776246,21.959476698418257,cross,cross
58,0.015004434088213496,0.9998874271425221,0.00269608658593522,-0.999996365551956,AV,0.006458210994218815,0.9999791455379226,0.8616901994754295,-0.5074347249922838,Cyclist,L-R,2.4000000000000004,True,178.98580242230997,120.12307782164295,opposite,cross
59,-0.010400387798353419,0.9999459145042014,0.1680081505028243,-0.9857856061865685,AV,0.022491398461786966,0.9997470365023511,0.8509472675133289,-0.5252511284248695,HV,L-R,2.3000000000000007,True,170.92388020468832,120.39637975380204,opposite,cross
60,0.0056625734531981315,0.999983967502423,0.9995089670245093,-0.03133408427892133,AV,0.011206924409212091,0.9999372004507514,-0.6024220538667046,0.7981777176888749,HV,L-R,3.0,False,91.47116140015174,37.68568504621549,cross,cross
61,-0.0048896471418792544,0.9999880456039602,-0.021589999511395272,-0.999766908794794,AV,-0.00802092928983937,0.9999678318292682,0.9998913185025117,-0.01474283498207981,HV,L-R,3.2,True,178.48273076593128,91.30430314896564,opposite,cross
62,0.8755206434564787,0.4831807145174083,-0.8426098936831353,-0.5385244349769983,AV,-0.4904493991023447,0.8714696706828925,-0.8187855375231808,-0.5740995066561859,HV,L-R,3.3999999999999995,False,176.31009925872348,95.66647090607947,opposite,cross
63,0.006386822367073166,0.9999796040420281,-0.08441994529370107,-0.9964302649140121,AV,-0.004078578753790918,0.9999916825630846,0.9961778533811834,0.08734806484895717,Pedestrian,L-R,1.2000000000000002,True,175.52327015945954,85.22262456697285,opposite,cross
64,0.007582632733422007,0.9999712514271747,0.046293878573161994,0.9989278636651665,AV,0.0037316132842914137,0.9999930375069103,-0.9995010265328707,-0.031586357177394164,HV,R-L,3.499999999999999,True,2.2189351768185435,92.02387221295312,parallel,cross
65,-0.04775112376900213,0.9988592644506019,0.9479208976865339,-0.3185058425353542,AV,0.07453900933077004,0.997218098556172,0.4967981506575308,-0.8678661172688201,Pedestrian,L-R,3.5,True,111.30956727985607,145.93687218002177,cross,cross
66,-0.013940948438004752,0.9999028202563731,-0.8000962767339759,-0.59987160956027,AV,-0.010916149497992852,0.9999404170650057,-0.005667130462426861,-0.9999839416872263,HV,L-R,3.3999999999999995,False,126.06191952796726,179.04983388738347,cross,opposite
67,0.0028700240289600814,0.9999958814725554,-0.8951852601065535,-0.44569423385092427,AV,0.251681674211481,0.9678100716907765,-0.975338525199557,-0.2207142072036897,Pedestrian,R-L,6.900000000000001,True,116.63220469376422,117.32803261064707,cross,cross
68,-0.23551638199183153,0.9718703791213504,-0.9927669965422762,0.12005703051645078,AV,0.14217086348291522,0.9898421316434871,-0.9752099118493613,-0.22128178377525998,Pedestrian,R-L,3.3000000000000007,True,69.48254234691876,110.9578137675184,cross,cross
69,-0.0043725395377746945,0.9999904404033023,-0.00720761886070851,-0.9999740247778233,AV,0.0007232666041313091,0.9999997384426755,0.9999987724371964,-0.0015668835631079707,HV,L-R,2.3,True,179.33650142368853,90.0483357243972,opposite,cross
70,0.037933161055977105,0.9992802786467374,-0.9972934723155169,-0.07352367018083014,AV,0.026570363213085178,0.999646945575649,-0.13016841143420135,-0.9914918984362385,HV,R-L,4.2,True,96.39033221626998,174.0432245835663,cross,opposite
71,0.7068385429892886,0.7073749176672718,0.7235761987343959,-0.6902445107533141,AV,-0.7321842771662174,0.6811065880393345,0.6821194614054622,-0.7312407540420063,HV,L-R,4.1000000000000005,True,88.67119793912852,175.9396644356376,cross,opposite
72,0.009350006021102813,0.9999562877383219,0.9992209573871262,-0.039464899826996316,AV,-0.002298239936831814,0.999997359043109,0.9997144829735493,-0.023894613052510068,HV,L-R,4.0,True,91.726035875845,91.50087035719106,cross,cross
73,-0.002014646370137631,0.9999979705979424,-0.011889389950704638,-0.9999293187053774,AV,-0.013337923795781456,0.9999110459379964,0.9198873155220954,-0.39218277211212754,HV,L-R,2.5,True,179.20334127243504,113.85461561062789,opposite,cross
74,-8.189220176939725e-05,0.9999999966468337,0.01960758504532339,-0.999807752824857,AV,-0.08059372690463706,0.9967470347001894,0.9562944208726296,0.2924055071435591,HV,L-R,2.3,True,178.88118821026313,77.62066874257789,opposite,cross
75,-0.00924811368025126,0.9999572352822681,0.06971006429553377,-0.997567294439785,AV,-0.000378151912720991,0.9999999285005629,0.9531952950195401,-0.3023553034967503,HV,L-R,3.2,True,176.5325509901903,107.62078967926705,opposite,cross
76,0.5246273538419808,0.8513319796652544,-0.6338366401990893,-0.7734669440519938,AV,-0.7713680244524641,0.6363893233330543,-0.637320517006714,-0.7705988311711189,HV,L-R,4.2,False,172.30940673138878,89.93079817412485,opposite,cross
77,0.8215906025717239,0.5700779611297317,-0.8944265320935575,-0.44721491331024754,AV,-0.4464799366323931,0.8947936444704634,-0.8994665594630539,-0.4369895975966665,HV,L-R,3.3000000000000003,False,171.8094731952766,89.39389916691297,opposite,cross
78,-0.005754276408618232,0.9999834440144563,0.7288683116321586,-0.6846539157110595,AV,-0.007109759751947552,0.9999747253387304,0.9434478662669538,0.3315209248845874,Pedestrian,L-R,2.7,True,133.53809322923902,71.04624719904753,cross,cross
79,0.03397663127123843,0.9994226275842758,-0.012655340054111562,-0.9999199179774922,AV,0.014094995419482757,0.999900660617906,0.962503119476609,-0.27127061211601283,HV,L-R,1.9000000000000004,True,178.77802460897732,104.93227917327113,opposite,cross
80,0.02526577063278661,0.9996807694630977,-0.6455275794876446,-0.7637369600332452,AV,0.028572541822569627,0.9995917215812652,-0.8188557788904105,0.5739993147885973,Pedestrian,R-L,2.9000000000000004,True,141.2425329861399,56.60772520898129,cross,cross
81,-0.8029558366715501,0.5960385258983607,0.9196875605518265,-0.3926509785626803,AV,0.3813880236399399,0.9244150450009024,0.867960975067725,-0.4966324050638299,Pedestrian,R-L,6.9,False,166.53285020264258,97.35776412409837,opposite,cross
82,0.059283262500778706,0.9982412007061539,0.0015559350607748158,-0.9999987895323108,AV,-0.002752997348330848,0.9999962104956199,0.952739056564806,-0.30378987819873726,HV,L-R,2.0999999999999996,True,176.51217795287826,107.84311022084816,opposite,cross
83,0.0021923453729759948,0.999997596807995,-0.32863527723889063,-0.94445690984508,AV,0.0031034106782726785,0.999995184409486,-0.1222528819579033,-0.992498983804511,HV,R-L,2.5,True,160.93964894061315,173.155671923753,opposite,opposite
84,0.6991210231925262,0.7150033530902044,0.6010498513555901,-0.7992115340668096,AV,-0.6255131776277543,0.7802136019155457,0.6290755345604573,-0.7773441784804687,HV,L-R,4.7,True,98.69834918925504,179.73791320741165,cross,opposite
85,0.011214410524777032,0.999937116521125,-0.9999871322979272,0.005072991086907406,AV,0.002155705367509158,0.9999976764644849,-0.9935948475087829,-0.11300123452422278,HV,L-R,4.0,False,90.35188963597875,96.6118656203263,cross,cross
86,0.6883781281306178,0.7253520198575217,0.6981476795399526,-0.7159537817156774,AV,-0.6529916531063484,0.7573651041429347,0.7167863409439061,-0.6972928663311035,HV,R-L,4.3,False,92.21955927043999,174.9777531011541,cross,opposite
87,0.6883781281306187,0.725352019857521,0.6424247282583962,-0.7663487903834166,AV,-0.642331128088028,0.7664272450070923,0.7012872401340834,-0.7128788163672143,HV,L-R,4.500000000000001,True,96.52527569601136,175.43549538815185,cross,opposite
88,0.0004342843223920795,0.9999999056985591,-0.9999909885481163,0.00424532949971899,AV,0.02273666145714272,0.9997414886988453,-0.09385694712533403,-0.9955856936880483,HV,R-L,3.5,True,89.78164246593809,175.91729326082344,cross,opposite
89,0.8546734739458554,0.5191659204274907,-0.8734218872168871,-0.4869642768525134,AV,-0.45801419171975666,0.8889448802840917,-0.8641684945819963,-0.50320255660309,HV,L-R,3.0999999999999996,False,177.86492712622183,92.9530656166266,opposite,cross
90,0.5120454714709662,0.8589583430796139,-0.8738331343328186,0.48622592829062716,AV,-0.6768716169678546,0.7361010896224253,-0.4461967803359418,-0.8949348765233364,HV,L-R,4.9,False,91.70735071369194,110.90040492303423,cross,cross
91,-0.5704971138949413,0.8212996061350221,0.7020556717892418,0.7121220637703598,AV,-0.2169286332297501,0.9761874656463647,0.034490873522600364,0.99940501281695,HV,R-L,3.2000000000000006,False,79.37706268876241,14.505274129853776,cross,parallel
92,-0.992390116521285,0.12313349110160991,0.9881498036418304,-0.15349255865549993,AV,0.1446731688578123,0.9894794966105356,0.999826204238635,-0.01864299648026852,Pedestrian,R-L,4.799999999999999,False,178.24359993564394,82.74987331653588,opposite,cross
93,-0.2191033260924278,0.975701661623693,-0.9429834596158978,-0.3328395933341351,AV,0.9159042601678904,0.4013967939661568,-0.8888164182745872,-0.45826343363346594,Pedestrian,R-L,2.4000000000000004,True,96.78484567179872,176.39042119601515,cross,opposite
94,0.0006164030702291968,0.9999998100236095,0.2898518239847662,-0.9570715334460137,AV,0.002072360293061207,0.9999978526591023,0.9943960937374082,0.10571853555447944,HV,R-L,4.0,False,163.11559755318834,83.81269638059497,opposite,cross
95,-0.006676325143052883,0.999977713092939,-0.9999187057564077,0.012750759915813812,AV,-0.003656875060700791,0.9999933136100413,-0.9999974313842435,-0.002266544708445535,HV,L-R,4.1000000000000005,False,88.88688737854558,89.92033958289018,cross,cross
96,0.0200027556518455,0.9997999248681372,0.18588848265062455,-0.9825708483452216,AV,0.0015592828587225312,0.9999987843177444,0.9183249735607912,-0.3958272892747189,HV,L-R,3.1999999999999997,True,168.14091281062315,113.22823960313751,opposite,cross
97,0.0197735998692849,0.9998044832607069,-0.003499353335623813,-0.9999938772443722,AV,0.00133008198180113,0.9999991154405696,0.8640078028438639,-0.503478417238434,HV,L-R,4.3999999999999995,True,179.06748092579812,120.15419019786148,opposite,cross
98,-0.010759039305253815,0.9999421198615588,-0.8951450716652701,0.4457749439721556,AV,-0.022577371562218406,0.999745098659324,-0.08288228628271714,0.9965593442542946,HV,R-L,3.9000000000000004,True,62.9106104411079,3.460561015013069,cross,parallel
99,-0.013208548215547126,0.9999127633218998,-0.9994280566667546,-0.03381655729541705,AV,-0.007776516805453859,0.9999697624360321,-0.9966319226940862,-0.08200494294302677,HV,R-L,2.7,True,91.18109941031217,94.25825317565378,cross,cross
100,0.003967567359724954,0.999992129173648,0.9986356549416161,-0.05221904517826463,AV,-0.011303290091781843,0.9999361157759534,0.9999769387161787,0.006791320624141688,HV,L-R,3.0,True,92.7659668562438,90.25852760808704,cross,cross
101,-0.04475148089733444,0.9989981506276654,-0.9902622985352395,-0.1392141519375959,AV,-0.03729101899575681,0.9993044480548748,-0.27898427988679525,-0.9602956688312441,HV,R-L,3.1999999999999993,True,95.437447572962,161.66329376461297,cross,opposite
102,0.7807964569037414,0.6247854774933266,0.7440693626487197,-0.6681023750650256,AV,-0.7515721757270892,0.6596508657409991,0.8870274328688027,-0.46171672412658155,HV,L-R,2.5999999999999996,True,80.58721741596052,166.22468890353224,cross,opposite
103,0.005568243070034872,0.9999844972143884,0.9999351066961079,-0.011392207715950032,AV,0.0005035013222169863,0.9999998732432013,0.9985177914647091,-0.054426281596666314,HV,L-R,4.8,True,90.33370106511715,93.09108934666,cross,cross
104,0.0010325648665780599,0.999999466904756,-0.9999937729964664,-0.003529018035046365,AV,-0.010327711573224159,0.9999466677646666,-0.9998856627351574,-0.015121556026905746,HV,R-L,3.5000000000000004,True,90.26135987837165,90.27468955727312,cross,cross
105,-0.01354821058475118,0.9999082187830798,-0.12124440944307782,-0.9926226841951574,AV,0.09911633844945744,0.9950758521099649,0.999527280071246,-0.030744371734951623,HV,L-R,4.699999999999999,True,172.2597945480567,86.07351276665061,opposite,cross
106,0.056183957163005095,0.9984204339643223,0.9994059980358609,-0.03446231405383075,AV,0.028976222315791007,0.9995801011126151,0.8865776366126159,-0.462579824742053,Pedestrian,L-R,4.8,True,88.75413657936146,115.89325691714039,cross,cross
107,0.0611667908611531,0.9981275588299064,0.982415639090496,-0.18670702201688125,AV,0.03396518332955997,0.9994230167058338,0.8122570272016397,-0.5832996843489243,Pedestrian,L-R,4.1,True,97.25388380976491,123.73652508915418,cross,cross
108,0.046097261653106465,0.9989369562029854,-0.03179335356431737,-0.9994944635510165,AV,0.013358761445468438,0.9999107677651257,0.9991802893900449,-0.0404814685309958,HV,R-L,4.199999999999999,False,179.17981716970084,91.55462783621253,opposite,cross
109,0.04108747137048833,0.9991555533030777,-0.9995526924390287,0.02990677244185006,AV,0.03606830029822929,0.999349327169232,-0.9999614639229728,0.008778990205335608,HV,R-L,2.5,True,90.64101419510533,91.56400416798105,cross,cross
110,-0.005013192689557214,0.9999874338705749,-0.9970937543602875,0.07618428325912661,AV,-0.009867510176904116,0.9999513149363367,-0.9993599029140757,-0.035774075076362245,HV,R-L,2.5999999999999996,True,85.34349257185991,91.48476510369308,cross,cross
111,0.005338115546952272,0.9999857521597031,-0.993802536095207,0.1111598814803931,AV,-0.010686432140674319,0.9999428984537581,-0.8329396952434205,-0.5533637719328919,Pedestrian,L-R,5.6000000000000005,True,83.92367098112992,122.98579013491693,cross,cross
112,-0.003620482890486941,0.9999934460303427,-0.0163207559134203,-0.9998668075930986,AV,0.0017596403983716094,0.9999984518316358,0.9285118029625927,-0.37130288412447804,HV,L-R,3.0,True,178.85740920634248,111.69517195887872,opposite,cross
113,0.0010342369184953648,0.9999994651768552,0.9976506653042342,-0.0685065691596001,AV,0.010692354323940398,0.9999428351455953,0.9999799699796807,-0.00632926847564112,HV,L-R,2.5,True,93.86895657264085,89.75000434264952,cross,cross
114,0.0026239001319584136,0.9999965575681236,-0.999719096597929,-0.023700799510163108,AV,0.011115164619049813,0.9999382246496488,-0.9999956982939776,0.002933154196402753,HV,L-R,4.5,False,91.50842152470833,90.4688075384145,cross,cross
115,0.006179085266010655,0.9999809092704097,0.08597525558903577,-0.9962972726181679,AV,0.014172979128976498,0.999899558287036,0.9623653550637579,-0.2717589435014185,HV,L-R,1.8000000000000007,True,174.71385403087845,104.95688200620971,opposite,cross
